,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Dpysl32,2.55E-105,0.352738262,0.771,0.604,1.07E-100,15,Dpysl3
Ftx1,1.51E-67,0.348723067,0.859,0.855,6.31E-63,15,Ftx
Igsf84,2.95E-107,0.348524789,0.964,0.964,1.24E-102,15,Igsf8
Ifi277,3.65E-53,0.348130725,0.598,0.496,1.53E-48,15,Ifi27
Edil35,5.18E-45,0.346748756,0.857,0.783,2.17E-40,15,Edil3
Arxes11,4.84E-169,0.345718192,0.91,0.898,2.03E-164,15,Arxes1
Gm5612,4.82E-215,0.345713839,0.96,0.95,2.02E-210,15,Gm561
Sf3b63,4.47E-190,0.345266888,0.992,0.986,1.87E-185,15,Sf3b6
Cd8112,4.00E-211,0.344839115,0.992,0.995,1.68E-206,15,Cd81
Mageh13,9.47E-139,0.344372462,0.859,0.822,3.97E-134,15,Mageh1
Tuba1a2,7.32E-212,0.34287582,1,0.996,3.07E-207,15,Tuba1a
Idh14,1.11E-58,0.342354642,0.688,0.602,4.67E-54,15,Idh1
Tsn1,3.14E-178,0.341661971,0.984,0.978,1.32E-173,15,Tsn
Arl21,3.06E-238,0.341518052,0.975,0.963,1.28E-233,15,Arl2
Pcdh103,5.68E-83,0.341492985,0.904,0.856,2.38E-78,15,Pcdh10
Rps4l4,3.36E-120,0.340949927,0.795,0.579,1.41E-115,15,Rps4l
Bex22,1.23E-245,0.340899595,1,0.98,5.15E-241,15,Bex2
C1d,9.76E-167,0.340603825,0.981,0.976,4.09E-162,15,C1d
Psip11,2.66E-263,0.34009843,0.998,0.987,1.12E-258,15,Psip1
Ergic32,1.41E-198,0.337321246,0.973,0.975,5.92E-194,15,Ergic3
Ldoc1,0,0.336220713,0.416,0.095,0,15,Ldoc1
Vbp13,8.50E-170,0.33458977,0.988,0.981,3.56E-165,15,Vbp1
Pja11,5.10E-109,0.333648546,0.971,0.973,2.14E-104,15,Pja1
Cadm12,4.03E-78,0.332966002,0.968,0.98,1.69E-73,15,Cadm1
Gm177504,5.41E-256,0.332952208,0.619,0.246,2.27E-251,15,Gm17750
Pip5k1b2,4.13E-147,0.33230868,0.682,0.394,1.73E-142,15,Pip5k1b
2610203C20Rik3,2.96E-164,0.329674436,0.715,0.422,1.24E-159,15,2610203C20Rik
Kantr,6.29E-42,0.329526597,0.84,0.827,2.64E-37,15,Kantr
Tm2d31,1.33E-172,0.327586827,0.977,0.974,5.57E-168,15,Tm2d3
Srm1,4.94E-93,0.327046065,0.933,0.947,2.07E-88,15,Srm
Pqbp11,1.28E-196,0.326423143,0.98,0.978,5.35E-192,15,Pqbp1
Rac31,5.04E-185,0.326386715,0.843,0.685,2.11E-180,15,Rac3
Eef1a16,6.44E-232,0.326217775,1,0.997,2.70E-227,15,Eef1a1
Nebl2,6.17E-82,0.325699109,0.828,0.726,2.59E-77,15,Nebl
Cntnap25,2.85E-88,0.3246447,0.879,0.803,1.19E-83,15,Cntnap2
Smim181,4.53E-111,0.324369241,0.864,0.827,1.90E-106,15,Smim18
Zfp5364,0,0.324156531,0.827,0.277,0,15,Zfp536
Slc2a134,9.84E-78,0.32359982,0.886,0.783,4.13E-73,15,Slc2a13
Gnai11,1.20E-47,0.322194748,0.922,0.938,5.03E-43,15,Gnai1
Dars,1.97E-85,0.321385059,0.881,0.89,8.27E-81,15,Dars
Nnat2,1.82E-148,0.320195613,0.597,0.289,7.64E-144,15,Nnat
Reps22,7.28E-41,0.318945564,0.889,0.914,3.05E-36,15,Reps2
Cacna2d34,6.21E-71,0.318780517,0.876,0.714,2.60E-66,15,Cacna2d3
Slc39a62,1.32E-59,0.316761863,0.718,0.615,5.53E-55,15,Slc39a6
Hdac112,4.30E-140,0.316566485,0.922,0.891,1.80E-135,15,Hdac11
Tmx14,5.31E-78,0.315347926,0.85,0.87,2.22E-73,15,Tmx1
Ngfrap15,4.21E-193,0.314635162,0.998,0.983,1.76E-188,15,Ngfrap1
Pde5a3,0,0.313262416,0.566,0.139,0,15,Pde5a
B630019K06Rik1,7.43E-86,0.31287559,0.764,0.743,3.12E-81,15,B630019K06Rik
Blcap1,3.33E-84,0.312502555,0.916,0.913,1.40E-79,15,Blcap
Ate11,1.03E-161,0.312434776,0.975,0.977,4.31E-157,15,Ate1
Pde4b3,6.85E-45,0.311159238,0.817,0.755,2.87E-40,15,Pde4b
Ankrd12,2.18E-133,0.310906578,0.992,0.98,9.13E-129,15,Ankrd12
Maged14,2.46E-100,0.310474047,0.992,0.983,1.03E-95,15,Maged1
1810011O10Rik2,0,0.310122979,0.312,0.023,0,15,1810011O10Rik
1810010H24Rik2,2.45E-226,0.309959945,0.561,0.235,1.03E-221,15,1810010H24Rik
Celf41,4.66E-125,0.309568075,0.998,0.975,1.95E-120,15,Celf4
Mllt31,1.31E-82,0.308329585,0.806,0.752,5.51E-78,15,Mllt3
Sfxn15,2.64E-96,0.307936871,0.909,0.909,1.11E-91,15,Sfxn1
Usp295,7.07E-168,0.307724391,0.936,0.817,2.96E-163,15,Usp29
Hsd17b123,2.49E-82,0.306927177,0.924,0.912,1.04E-77,15,Hsd17b12
Tmsb102,7.00E-184,0.305952715,1,0.953,2.93E-179,15,Tmsb10
Sub11,9.39E-129,0.303059196,0.999,0.997,3.94E-124,15,Sub1
Prkd32,0,0.30305521,0.38,0.046,0,15,Prkd3
Prkar2b5,1.07E-50,0.302607716,0.845,0.819,4.47E-46,15,Prkar2b
Tubb2b3,5.14E-218,0.302327149,0.838,0.531,2.15E-213,15,Tubb2b
Cirbp1,8.43E-119,0.301665407,0.943,0.946,3.53E-114,15,Cirbp
1500011B03Rik1,8.06E-148,0.300758695,0.985,0.976,3.38E-143,15,1500011B03Rik
Rnd33,3.81E-41,0.299756481,0.538,0.411,1.59E-36,15,Rnd3
Slc24a34,6.16E-101,0.299615396,0.891,0.667,2.58E-96,15,Slc24a3
Mturn1,4.70E-46,0.299196552,0.729,0.683,1.97E-41,15,Mturn
C1qtnf42,2.09E-84,0.298806352,0.985,0.971,8.74E-80,15,C1qtnf4
Gfpt22,9.96E-131,0.298224505,0.457,0.202,4.17E-126,15,Gfpt2
Tmem145,1.20E-127,0.29812277,0.88,0.711,5.05E-123,15,Tmem145
Rps27a1,7.72E-202,0.297704695,0.999,0.99,3.23E-197,15,Rps27a
Coprs3,3.28E-131,0.297613063,0.945,0.923,1.38E-126,15,Coprs
Cacybp1,1.99E-143,0.296939115,0.988,0.981,8.34E-139,15,Cacybp
Pkib2,4.06E-50,0.296865938,0.619,0.507,1.70E-45,15,Pkib
LOC1026324632,8.32E-201,0.295783398,0.426,0.135,3.49E-196,15,LOC102632463
Rit22,2.89E-94,0.295773563,0.956,0.952,1.21E-89,15,Rit2
Vip3,1.57E-241,0.295050418,0.622,0.242,6.60E-237,15,Vip
Hnrnpa2b13,4.68E-202,0.294356197,0.998,0.999,1.96E-197,15,Hnrnpa2b1
Krt13,0,0.293387402,0.775,0.347,0,15,Krt1
Gabarap5,3.29E-187,0.293180291,0.995,0.995,1.38E-182,15,Gabarap
Igfbp33,6.69E-41,0.292797455,0.529,0.402,2.81E-36,15,Igfbp3
Atraid4,1.20E-124,0.292695195,0.981,0.984,5.05E-120,15,Atraid
Rph3a2,1.36E-103,0.292513782,0.955,0.875,5.69E-99,15,Rph3a
Arx4,7.82E-269,0.29197323,0.698,0.257,3.28E-264,15,Arx
Grpr2,0,0.291430182,0.429,0.071,0,15,Grpr
Slc35f12,1.45E-72,0.291416923,0.812,0.7,6.10E-68,15,Slc35f1
Npm1,1.67E-157,0.291395955,0.979,0.982,6.99E-153,15,Npm1
Romo1,9.48E-208,0.290827977,0.996,0.992,3.97E-203,15,Romo1
Pmvk1,1.70E-120,0.289666377,0.905,0.907,7.12E-116,15,Pmvk
Tshz1,5.98E-130,0.289535631,0.627,0.376,2.51E-125,15,Tshz1
Cebpzos,8.82E-143,0.289295428,0.95,0.952,3.70E-138,15,Cebpzos
Npy5r1,8.62E-88,0.288526209,0.506,0.301,3.61E-83,15,Npy5r
Trpc4,5.40E-106,0.288445904,0.588,0.352,2.26E-101,15,Trpc4
Rbm4b2,1.07E-60,0.288086545,0.786,0.765,4.48E-56,15,Rbm4b
Zwint3,2.43E-180,0.28751411,0.998,0.99,1.02E-175,15,Zwint
Susd41,3.02E-20,0.286966674,0.813,0.856,1.27E-15,15,Susd4
Unc1195,2.17E-96,0.286905474,0.788,0.687,9.10E-92,15,Unc119
Vps28,1.13E-168,0.286608236,0.991,0.989,4.73E-164,15,Vps28
Aff2,6.94E-163,0.286500572,0.663,0.399,2.91E-158,15,Aff2
Daam12,1.91E-74,0.285884212,0.774,0.674,8.01E-70,15,Daam1
Lurap1l3,1.12E-82,0.285206269,0.82,0.741,4.68E-78,15,Lurap1l
Tmem913,7.34E-106,0.285178578,0.76,0.495,3.08E-101,15,Tmem91
Akap92,3.32E-75,0.284896402,0.964,0.966,1.39E-70,15,Akap9
Khdrbs1,1.55E-73,0.283848854,0.926,0.926,6.48E-69,15,Khdrbs1
Dnajc122,6.14E-89,0.283033424,0.76,0.72,2.57E-84,15,Dnajc12
Hdgfrp31,2.61E-83,0.282190938,0.97,0.958,1.09E-78,15,Hdgfrp3
Rpl13a4,6.93E-214,0.281768935,0.998,0.991,2.90E-209,15,Rpl13a
Mtch12,1.72E-132,0.281568844,0.991,0.984,7.23E-128,15,Mtch1
Sqstm11,2.24E-123,0.280799804,0.992,0.992,9.37E-119,15,Sqstm1
Cfdp1,3.70E-143,0.280606603,0.98,0.98,1.55E-138,15,Cfdp1
Ccne12,3.14E-48,0.280508164,0.65,0.594,1.32E-43,15,Ccne1
Gm18785,3.70E-82,0.280235399,0.75,0.663,1.55E-77,15,Gm18785
Ncoa12,1.08E-39,0.279972788,0.916,0.928,4.51E-35,15,Ncoa1
Pfdn5,1.17E-146,0.279463678,0.993,0.989,4.90E-142,15,Pfdn5
Ube2e1,3.08E-205,0.278394865,0.969,0.958,1.29E-200,15,Ube2e1
Slc29a14,2.54E-98,0.278181785,0.609,0.402,1.06E-93,15,Slc29a1
Foxn34,1.35E-127,0.277911775,0.94,0.828,5.67E-123,15,Foxn3
Dpy30,1.09E-146,0.277233684,0.98,0.979,4.55E-142,15,Dpy30
Dnajb21,4.52E-78,0.276212322,0.822,0.781,1.89E-73,15,Dnajb2
Celf65,1.63E-69,0.275351974,0.695,0.595,6.82E-65,15,Celf6
Rpl134,6.38E-241,0.275300262,0.999,0.996,2.68E-236,15,Rpl13
G0s27,8.41E-200,0.275239725,0.591,0.267,3.53E-195,15,G0s2
Cbx51,3.05E-97,0.275118358,0.984,0.98,1.28E-92,15,Cbx5
Rgs172,6.68E-29,0.274733853,0.884,0.915,2.80E-24,15,Rgs17
Tmem176a5,0,0.274694697,0.321,0.057,0,15,Tmem176a
Rpl323,3.00E-161,0.273962257,0.999,0.99,1.26E-156,15,Rpl32
Fundc11,7.39E-73,0.273283612,0.878,0.91,3.10E-68,15,Fundc1
Rpl31,4.58E-190,0.271898259,0.995,0.988,1.92E-185,15,Rpl3
Ppapdc1a4,3.92E-49,0.271874432,0.268,0.135,1.64E-44,15,Ppapdc1a
Hnrnpa1,3.85E-146,0.271864833,0.965,0.955,1.62E-141,15,Hnrnpa1
Nell12,3.92E-28,0.271464191,0.521,0.417,1.64E-23,15,Nell1
Cxadr2,7.94E-34,0.271064168,0.593,0.514,3.33E-29,15,Cxadr
Tmx43,1.88E-76,0.270822388,0.978,0.97,7.89E-72,15,Tmx4
Gm281752,2.03E-167,0.270791082,0.569,0.268,8.53E-163,15,Gm28175
Bcas2,1.01E-148,0.270498156,0.994,0.986,4.22E-144,15,Bcas2
Chd3os2,1.71E-101,0.270281457,0.975,0.969,7.17E-97,15,Chd3os
Rabac13,1.44E-158,0.270202293,0.998,0.994,6.04E-154,15,Rabac1
Ubb,1.21E-275,0.269991292,1,1,5.06E-271,15,Ubb
Syt62,3.32E-138,0.269712209,0.367,0.132,1.39E-133,15,Syt6
Mrpl52,3.10E-242,0.269706793,0.992,0.972,1.30E-237,15,Mrpl52
Rraga,2.21E-101,0.269407616,0.959,0.967,9.28E-97,15,Rraga
Pfdn2,1.08E-200,0.269052806,0.997,0.983,4.52E-196,15,Pfdn2
Slc32a16,0,0.268671241,0.943,0.296,0,15,Slc32a1
Srsf3,4.34E-112,0.268142757,0.993,0.99,1.82E-107,15,Srsf3
Fat11,4.42E-138,0.267698495,0.453,0.205,1.85E-133,15,Fat1
Gpc32,3.05E-257,0.267618567,0.312,0.069,1.28E-252,15,Gpc3
A230006K03Rik1,8.17E-68,0.267508115,0.859,0.791,3.42E-63,15,A230006K03Rik
Tkt3,3.65E-65,0.266950147,0.869,0.897,1.53E-60,15,Tkt
Kcnmb25,1.28E-209,0.266600759,0.609,0.233,5.38E-205,15,Kcnmb2
Rcn11,6.28E-30,0.266595685,0.493,0.407,2.63E-25,15,Rcn1
Rpl14,3.76E-179,0.265330946,0.992,0.991,1.58E-174,15,Rpl14
Dpysl2,1.74E-131,0.264560324,1,0.996,7.30E-127,15,Dpysl2
Rps252,8.76E-208,0.264309174,1,0.996,3.67E-203,15,Rps25
Rgmb3,3.66E-37,0.263656073,0.834,0.805,1.53E-32,15,Rgmb
Lsm6,5.88E-116,0.261329179,0.95,0.947,2.46E-111,15,Lsm6
LOC105243282,1.54E-88,0.259924228,0.425,0.236,6.44E-84,15,LOC105243282
Fnbp1l,1.39E-74,0.2596512,0.956,0.898,5.84E-70,15,Fnbp1l
Marcks4,1.12E-86,0.258863698,0.998,0.954,4.68E-82,15,Marcks
Snrpd1,1.19E-128,0.258781797,0.985,0.985,4.97E-124,15,Snrpd1
Cd6310,5.75E-300,0.256991581,0.809,0.318,2.41E-295,15,Cd63
Tram1l12,2.07E-60,0.256793446,0.829,0.856,8.68E-56,15,Tram1l1
Usp111,1.36E-39,0.255288284,0.853,0.853,5.69E-35,15,Usp11
Pea15a2,9.25E-81,0.254905747,0.984,0.98,3.88E-76,15,Pea15a
Tmem291,1.25E-43,0.254762659,0.708,0.725,5.26E-39,15,Tmem29
Ciapin14,1.21E-51,0.254379382,0.754,0.79,5.07E-47,15,Ciapin1
Parva,7.87E-45,0.254364335,0.605,0.482,3.30E-40,15,Parva
Nrip36,3.16E-62,0.253377422,0.854,0.672,1.32E-57,15,Nrip3
Galntl63,1.52E-203,0.252905106,0.821,0.445,6.37E-199,15,Galntl6
Ndfip12,4.43E-175,0.251914024,0.997,0.996,1.85E-170,15,Ndfip1
Nop10,4.11E-109,0.251818247,0.995,0.988,1.72E-104,15,Nop10
Prpsap11,7.76E-41,0.251793629,0.804,0.832,3.25E-36,15,Prpsap1
Polr2m3,1.63E-74,0.25152254,0.942,0.961,6.85E-70,15,Polr2m
Frmpd42,3.48E-17,0.25145363,0.779,0.836,1.46E-12,15,Frmpd4
Rpl18a5,3.87E-180,0.25120836,1,0.996,1.62E-175,15,Rpl18a
Tbca,3.79E-127,0.251167642,0.991,0.986,1.59E-122,15,Tbca
Stk32a,0,0.25074619,0.318,0.043,0,15,Stk32a
,,,,,,,
Scgn,0,2.889576928,0.789,0.031,0,16,Scgn
Cpne6,4.53E-38,2.574756759,0.829,0.827,1.90E-33,16,Cpne6
Th1,0,2.381880526,0.711,0.018,0,16,Th
Pcp4l19,1.22E-94,2.181287727,0.921,0.394,5.13E-90,16,Pcp4l1
Gng44,1.19E-97,2.105963549,0.993,0.688,4.99E-93,16,Gng4
Gpsm1,1.00E-63,2.028549297,0.809,0.431,4.20E-59,16,Gpsm1
Calb24,1.13E-33,1.915821341,0.447,0.131,4.74E-29,16,Calb2
Meis2,3.18E-111,1.761331225,0.993,0.384,1.33E-106,16,Meis2
Amigo21,1.17E-60,1.748725207,0.592,0.172,4.89E-56,16,Amigo2
Frmd7,0,1.57522286,0.836,0.023,0,16,Frmd7
Pcbp32,1.09E-76,1.574797322,0.974,0.851,4.59E-72,16,Pcbp3
Penk4,4.41E-88,1.524391375,0.914,0.315,1.85E-83,16,Penk
Dcx,4.08E-65,1.484378674,0.875,0.557,1.71E-60,16,Dcx
Ptpro5,2.06E-76,1.481147799,0.836,0.331,8.65E-72,16,Ptpro
Isoc11,4.41E-31,1.449686277,0.632,0.35,1.85E-26,16,Isoc1
Synpr7,9.49E-61,1.415164911,0.974,0.534,3.98E-56,16,Synpr
Shisa82,2.20E-276,1.412316593,0.836,0.083,9.20E-272,16,Shisa8
Nrip37,1.76E-44,1.398046401,0.888,0.675,7.40E-40,16,Nrip3
Pcp42,1.08E-42,1.376157707,0.947,0.715,4.53E-38,16,Pcp4
Pbx32,3.47E-155,1.336051484,0.743,0.114,1.46E-150,16,Pbx3
Ube2e3,1.97E-77,1.302346449,0.974,0.954,8.25E-73,16,Ube2e3
Apc2,1.46E-52,1.278854328,0.954,0.921,6.12E-48,16,Apc
Dgkb2,1.34E-21,1.219953671,0.757,0.616,5.60E-17,16,Dgkb
Gad18,1.08E-70,1.208112653,0.993,0.395,4.52E-66,16,Gad1
Pbx1,1.96E-51,1.183132475,0.974,0.859,8.20E-47,16,Pbx1
Syt63,2.43E-93,1.157095269,0.651,0.135,1.02E-88,16,Syt6
Lgr5,0,1.143241268,0.645,0.042,0,16,Lgr5
Col6a11,8.75E-17,1.11654795,0.434,0.208,3.67E-12,16,Col6a1
Hist1h2bc7,2.71E-39,1.101606046,0.796,0.55,1.14E-34,16,Hist1h2bc
Tuba82,5.76E-17,1.062669345,0.586,0.438,2.41E-12,16,Tuba8
Pax62,2.82E-69,1.060733394,0.572,0.137,1.18E-64,16,Pax6
Scg27,3.31E-16,1.059602354,0.941,0.919,1.39E-11,16,Scg2
H3f3b9,1.37E-78,1.059467743,0.993,0.997,5.73E-74,16,H3f3b
Fam184a1,3.61E-37,1.04948197,0.783,0.514,1.51E-32,16,Fam184a
Mt16,6.01E-61,1.046726165,0.967,0.813,2.52E-56,16,Mt1
Snx71,4.03E-12,1.042093011,0.625,0.612,1.69E-07,16,Snx7
Cnn38,4.41E-19,1.033140838,0.612,0.425,1.85E-14,16,Cnn3
S100a102,2.09E-26,1.026287843,0.783,0.561,8.76E-22,16,S100a10
Gabra5,8.93E-14,1.020657273,0.704,0.647,3.74E-09,16,Gabra5
Csdc26,3.05E-16,1.019681146,0.789,0.819,1.28E-11,16,Csdc2
Mtfp11,3.16E-39,1.015556312,0.914,0.931,1.32E-34,16,Mtfp1
Epha5,3.48E-30,1.010862891,0.855,0.881,1.46E-25,16,Epha5
Eml5,5.05E-14,0.997314412,0.796,0.813,2.12E-09,16,Eml5
Filip1l3,5.49E-104,0.987051919,0.52,0.076,2.30E-99,16,Filip1l
Ckb1,2.70E-80,0.98297087,1,0.998,1.13E-75,16,Ckb
Ccdc109b1,3.28E-43,0.971613984,0.487,0.153,1.38E-38,16,Ccdc109b
Hap12,1.23E-24,0.966142352,0.724,0.559,5.17E-20,16,Hap1
Grb2,1.42E-34,0.965852063,0.868,0.963,5.96E-30,16,Grb2
Cited26,1.55E-45,0.963316306,0.895,0.862,6.49E-41,16,Cited2
Tiam2,2.13E-13,0.952658813,0.684,0.593,8.94E-09,16,Tiam2
Dlx56,1.19E-65,0.935990997,0.776,0.277,5.01E-61,16,Dlx5
Rpp257,3.64E-43,0.928825449,0.895,0.516,1.53E-38,16,Rpp25
Stxbp63,1.41E-22,0.923930645,0.697,0.436,5.92E-18,16,Stxbp6
Ankrd293,6.24E-19,0.922745702,0.684,0.531,2.61E-14,16,Ankrd29
Kank31,2.34E-29,0.912895976,0.586,0.307,9.80E-25,16,Kank3
Clk16,7.93E-45,0.906344805,0.98,0.99,3.32E-40,16,Clk1
Hmgn15,4.25E-51,0.901755555,0.921,0.954,1.78E-46,16,Hmgn1
Selm5,2.05E-56,0.878489056,1,0.988,8.58E-52,16,Selm
Rragd,7.49E-16,0.874240312,0.711,0.677,3.14E-11,16,Rragd
Sez63,5.73E-16,0.868625787,0.842,0.797,2.40E-11,16,Sez6
Ppm1e,5.71E-20,0.863017332,0.855,0.891,2.39E-15,16,Ppm1e
Gcnt11,0,0.862274727,0.467,0.006,0,16,Gcnt1
Atp2b4,2.04E-16,0.854923138,0.711,0.569,8.54E-12,16,Atp2b4
Syt10,2.60E-25,0.854589634,0.487,0.218,1.09E-20,16,Syt10
Rasa21,8.38E-17,0.851840669,0.717,0.701,3.51E-12,16,Rasa2
LOC1052440001,5.25E-21,0.850040521,0.645,0.407,2.20E-16,16,LOC105244000
Pacsin23,4.03E-11,0.849402729,0.658,0.589,1.69E-06,16,Pacsin2
Myo16,1.70E-51,0.848704461,0.671,0.265,7.14E-47,16,Myo16
Ypel51,3.65E-25,0.848277878,0.974,0.983,1.53E-20,16,Ypel5
Homer22,2.91E-11,0.844499601,0.625,0.576,1.22E-06,16,Homer2
Lgr61,3.94E-112,0.839478159,0.592,0.096,1.65E-107,16,Lgr6
Dlx15,7.71E-63,0.835935506,0.803,0.292,3.23E-58,16,Dlx1
Plekha11,2.80E-18,0.825439653,0.803,0.825,1.17E-13,16,Plekha1
Fam171b,1.01E-17,0.82459582,0.901,0.968,4.24E-13,16,Fam171b
Cpa6,8.65E-131,0.816664626,0.414,0.039,3.63E-126,16,Cpa6
Inpp5j,9.35E-24,0.815964379,0.783,0.544,3.92E-19,16,Inpp5j
Sipa1l1,1.07E-12,0.814981574,0.796,0.853,4.50E-08,16,Sipa1l1
Tcerg1l3,3.08E-14,0.800596389,0.421,0.224,1.29E-09,16,Tcerg1l
Hist3h2a1,7.39E-33,0.796686624,0.842,0.935,3.10E-28,16,Hist3h2a
Dlx6os15,8.72E-41,0.796344842,0.743,0.282,3.66E-36,16,Dlx6os1
Ahi14,4.69E-33,0.788358141,0.98,0.979,1.97E-28,16,Ahi1
Btg16,4.00E-45,0.784198169,0.954,0.888,1.68E-40,16,Btg1
Tshz11,7.96E-29,0.779885017,0.664,0.379,3.34E-24,16,Tshz1
Zfp385b1,1.49E-30,0.779288392,0.862,0.737,6.24E-26,16,Zfp385b
Cpne8,8.47E-26,0.7736141,0.783,0.568,3.55E-21,16,Cpne8
Ppp1r12b1,1.57E-09,0.766658232,0.678,0.662,6.57E-05,16,Ppp1r12b
Steap2,9.97E-17,0.75629342,0.428,0.21,4.18E-12,16,Steap2
Etv11,2.02E-26,0.756215324,0.73,0.432,8.46E-22,16,Etv1
Il1rapl1,1.78E-17,0.742737785,0.822,0.855,7.48E-13,16,Il1rapl1
Epb4.1l33,4.70E-12,0.740815082,0.901,0.858,1.97E-07,16,Epb4.1l3
Grm2,2.11E-16,0.739712034,0.632,0.432,8.83E-12,16,Grm2
Ablim3,7.76E-27,0.726322625,0.651,0.384,3.25E-22,16,Ablim3
Sec14l11,2.08E-13,0.722337827,0.796,0.843,8.71E-09,16,Sec14l1
Limd22,4.26E-14,0.717486517,0.737,0.824,1.79E-09,16,Limd2
Cdkn1a3,1.37E-16,0.712736307,0.671,0.55,5.75E-12,16,Cdkn1a
Gm342571,2.77E-20,0.703334805,0.625,0.366,1.16E-15,16,Gm34257
Vipr2,0,0.70312462,0.401,0.007,0,16,Vipr2
Luzp24,2.13E-13,0.697159661,0.559,0.369,8.92E-09,16,Luzp2
Gm138894,8.18E-30,0.689727801,0.776,0.584,3.43E-25,16,Gm13889
Smc31,1.15E-11,0.68431805,0.776,0.914,4.82E-07,16,Smc3
Emp33,2.82E-74,0.673887533,0.375,0.054,1.18E-69,16,Emp3
Laptm4b3,3.43E-14,0.672744125,0.822,0.885,1.44E-09,16,Laptm4b
Gm142048,1.32E-21,0.668376,0.539,0.264,5.54E-17,16,Gm14204
Dync1i12,7.92E-15,0.657182296,0.921,0.948,3.32E-10,16,Dync1i1
Malat14,9.26E-46,0.650961389,1,1,3.88E-41,16,Malat1
Adamts19,0,0.650847317,0.388,0.008,0,16,Adamts19
Slc4a10,2.70E-10,0.647989859,0.901,0.945,1.13E-05,16,Slc4a10
Sall32,0,0.645622686,0.526,0.01,0,16,Sall3
Cd6311,2.58E-21,0.636307986,0.612,0.325,1.08E-16,16,Cd63
Ctbp22,1.92E-15,0.630607426,0.579,0.391,8.05E-11,16,Ctbp2
Prkca,7.67E-10,0.627646097,0.763,0.787,3.22E-05,16,Prkca
Cacna1c,4.00E-14,0.627276472,0.711,0.665,1.68E-09,16,Cacna1c
Celf2,7.60E-23,0.627274293,0.987,0.986,3.19E-18,16,Celf2
H3f3a6,4.98E-63,0.626580759,0.993,0.997,2.09E-58,16,H3f3a
Prune21,3.50E-19,0.62435353,0.934,0.843,1.47E-14,16,Prune2
Cetn2,1.40E-12,0.613972924,0.816,0.942,5.88E-08,16,Cetn2
Prkcdbp5,1.78E-09,0.612258087,0.579,0.568,7.44E-05,16,Prkcdbp
Ybx13,2.49E-49,0.611656064,0.961,0.982,1.04E-44,16,Ybx1
Gad28,3.78E-35,0.60621623,0.855,0.336,1.59E-30,16,Gad2
Ppfia21,3.58E-11,0.602592048,0.862,0.853,1.50E-06,16,Ppfia2
Nrxn35,7.80E-19,0.601960345,0.954,0.92,3.27E-14,16,Nrxn3
Grm4,9.00E-12,0.601899411,0.454,0.278,3.77E-07,16,Grm4
Ubl33,1.05E-14,0.60102917,0.921,0.977,4.38E-10,16,Ubl3
Zfp2071,6.85E-15,0.600926554,0.961,0.992,2.87E-10,16,Zfp207
Pnmal22,1.10E-19,0.59349812,0.895,0.942,4.59E-15,16,Pnmal2
Rsrp15,1.73E-34,0.587936249,0.98,0.998,7.26E-30,16,Rsrp1
Smoc1,2.28E-51,0.581649573,0.322,0.054,9.57E-47,16,Smoc1
Map2,1.39E-14,0.579232112,0.974,0.982,5.81E-10,16,Map2
Sp82,0,0.576956944,0.914,0.081,0,16,Sp8
Hmgn31,3.17E-25,0.573352739,0.914,0.986,1.33E-20,16,Hmgn3
Plekha24,1.03E-25,0.572684147,0.513,0.202,4.33E-21,16,Plekha2
Ppp1cc,1.94E-32,0.570087882,0.862,0.934,8.15E-28,16,Ppp1cc
Ano43,5.80E-16,0.568801147,0.533,0.33,2.43E-11,16,Ano4
Hmgn21,4.94E-28,0.563679858,0.895,0.969,2.07E-23,16,Hmgn2
Myo103,2.52E-37,0.561520215,0.566,0.217,1.06E-32,16,Myo10
Grip13,2.78E-10,0.560655296,0.664,0.58,1.17E-05,16,Grip1
Dlx24,2.44E-33,0.555198941,0.586,0.228,1.02E-28,16,Dlx2
Eif2s3y1,1.43E-12,0.552923857,0.757,0.565,6.00E-08,16,Eif2s3y
Ddx56,1.46E-23,0.551701321,1,0.998,6.10E-19,16,Ddx5
Cirbp2,9.70E-14,0.548266222,0.803,0.946,4.07E-09,16,Cirbp
Meis1,5.93E-222,0.547117574,0.48,0.032,2.49E-217,16,Meis1
Pnisr1,2.40E-17,0.543055998,0.974,0.991,1.01E-12,16,Pnisr
Rbm396,4.60E-28,0.540150005,0.993,0.998,1.93E-23,16,Rbm39
Cacng52,1.73E-20,0.538389649,0.388,0.143,7.27E-16,16,Cacng5
Cystm11,2.90E-26,0.536966946,0.928,0.979,1.22E-21,16,Cystm1
LOC105247066,1.64E-83,0.531162032,0.309,0.033,6.89E-79,16,LOC105247066
Srek11,2.87E-10,0.529221397,0.901,0.981,1.20E-05,16,Srek1
Hnrnpc1,8.05E-32,0.527734415,0.941,0.991,3.37E-27,16,Hnrnpc
2810008D09Rik3,5.35E-18,0.520525427,0.849,0.97,2.24E-13,16,2810008D09Rik
Litaf6,6.43E-76,0.520005196,0.401,0.058,2.69E-71,16,Litaf
Clic46,1.73E-34,0.51945129,0.447,0.132,7.26E-30,16,Clic4
Srsf57,1.65E-30,0.511632305,0.993,0.999,6.92E-26,16,Srsf5
Ank21,2.32E-14,0.507586496,0.961,0.987,9.74E-10,16,Ank2
Son6,1.47E-31,0.504948783,0.993,0.999,6.18E-27,16,Son
